Route Name,Route Link,Bus Name,Bus Type,Departure Time,Arrival Time,Duration,Seat Availability,Price,Star Rating,state
"Lucknow to Delhi
From INR 729",https://www.redbus.in/bus-tickets/lucknow-to-delhi,International Tourist Centre,A/C Seater / Sleeper (2+2),22:00,06:15,08h 15m,24 Seats available,840.0,2.8,up
"Lucknow to Delhi
From INR 729",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Yolo Bus,Bharat Benz A/C Sleeper (2+1),22:45,05:39,06h 54m,21 Seats available,550.0,4.8,up
"Lucknow to Delhi
From INR 729",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:00,05:00,07h 00m,24 Seats available,448.0,5.0,up
"Lucknow to Delhi
From INR 729",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Shree ram travels,A/C Seater / Sleeper (2+2),22:31,06:01,07h 30m,41 Seats available,799.0,1.0,up
"Lucknow to Delhi
From INR 729",https://www.redbus.in/bus-tickets/lucknow-to-delhi,International Tourist Centre,A/C Seater / Sleeper (2+2),22:15,06:30,08h 15m,26 Seats available,790.0,4.0,up
"Lucknow to Delhi
From INR 729",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:00,06:00,08h 00m,10 Seats available,523.0,4.4,up
"Lucknow to Delhi
From INR 729",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Golden Holidays,A/C Seater / Sleeper (2+1),21:30,04:50,07h 20m,26 Seats available,349.0,2.9,up
"Lucknow to Delhi
From INR 729",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Krishna Travels,A/C Seater / Sleeper (2+2),23:55,08:15,08h 20m,23 Seats available,499.0,3.3,up
"Lucknow to Delhi
From INR 729",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Jamna Travels (Delhi),A/C Seater/Sleeper (2+1),22:55,05:20,06h 25m,23 Seats available,550.0,3.9,up
"Lucknow to Delhi
From INR 729",https://www.redbus.in/bus-tickets/lucknow-to-delhi,River Tour And Travel,A/C Seater / Sleeper (2+2),20:30,04:15,07h 45m,24 Seats available,1325.0,3.2,up
"Lucknow to Delhi
From INR 729",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Kashi Vishwanath Tours and Travels,A/C Seater / Sleeper (2+2),22:20,05:20,07h 00m,51 Seats available,440.0,3.7,up
"Lucknow to Delhi
From INR 729",https://www.redbus.in/bus-tickets/lucknow-to-delhi,FlixBus,Bharat Benz A/C Seater (2+2),23:50,08:30,08h 40m,41 Seats available,309.82,2.7,up
"Lucknow to Delhi
From INR 729",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Arhaan Travels,A/C Seater / Sleeper (2+1),22:15,06:30,08h 15m,39 Seats available,854.0,2.7,up
"Lucknow to Delhi
From INR 729",https://www.redbus.in/bus-tickets/lucknow-to-delhi,River Tour And Travel,A/C Seater / Sleeper (2+2),21:00,04:45,07h 45m,24 Seats available,1350.0,2.5,up
"Lucknow to Delhi
From INR 729",https://www.redbus.in/bus-tickets/lucknow-to-delhi,New India Travels,A/C Seater/Sleeper (2+1),23:59,07:30,07h 31m,56 Seats available,1569.0,2.0,up
"Lucknow to Delhi
From INR 729",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Vinay Travels,VE A/C Seater / Sleeper (2+1),00:05,07:35,07h 30m,19 Seats available,440.0,2.4,up
"Lucknow to Delhi
From INR 729",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Shri Rishabh Travels,AC Sleeper (2+1),23:23,06:26,07h 03m,21 Seats available,999.0,2.6,up
"Lucknow to Delhi
From INR 729",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Kashi Vishwanath Tours and Travels,A/C Seater / Sleeper (2+2),23:55,07:30,07h 35m,48 Seats available,449.0,2.2,up
"Lucknow to Delhi
From INR 729",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Jagdamba tourism,A/C Seater/Sleeper (2+1),23:00,06:15,07h 15m,21 Seats available,499.0,1.8,up
"Lucknow to Delhi
From INR 729",https://www.redbus.in/bus-tickets/lucknow-to-delhi,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),A/C Sleeper (2+2),20:30,03:30,07h 00m,23 Seats available,799.0,2.0,up
"Lucknow to Delhi
From INR 729",https://www.redbus.in/bus-tickets/lucknow-to-delhi,JMD Travels,A/C Seater / Sleeper (2+2),22:30,07:00,08h 30m,13 Seats available,499.0,2.3,up
"Lucknow to Delhi
From INR 729",https://www.redbus.in/bus-tickets/lucknow-to-delhi,RAO SAHAB TRAVELS PRIVATE LIMITED,A/C Seater / Sleeper (2+1),22:30,05:55,07h 25m,27 Seats available,439.0,5.0,up
"Lucknow to Delhi
From INR 729",https://www.redbus.in/bus-tickets/lucknow-to-delhi,KST Travels,A/C Sleeper (2+1),23:25,06:05,06h 40m,37 Seats available,499.0,2.7,up
"Lucknow to Delhi
From INR 729",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Gorakhdham Express Bus Service,A/C Seater / Sleeper (2+2),22:05,07:20,09h 15m,33 Seats available,845.0,1.2,up
"Lucknow to Delhi
From INR 729",https://www.redbus.in/bus-tickets/lucknow-to-delhi,New India Travels,A/C Seater / Sleeper (2+2),20:50,05:00,08h 10m,25 Seats available,899.0,1.3,up
"Lucknow to Delhi
From INR 729",https://www.redbus.in/bus-tickets/lucknow-to-delhi,RS YADAV SMART BUS,VE A/C Seater / Sleeper (2+1),23:10,07:30,08h 20m,23 Seats available,999.0,5.0,up
"Lucknow to Delhi
From INR 729",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Sri Abhinandan Tours,A/C Seater / Sleeper (2+2),20:15,05:00,08h 45m,16 Seats available,1345.0,1.6,up
"Lucknow to Delhi
From INR 729",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Dhruv Travels,VE A/C Seater / Sleeper (2+2),23:20,07:15,07h 55m,30 Seats available,449.0,2.6,up
"Lucknow to Delhi
From INR 729",https://www.redbus.in/bus-tickets/lucknow-to-delhi,SVD TRAVELS & TRANSPORT LLP,A/C Seater / Sleeper (2+2),22:50,06:45,07h 55m,64 Seats available,2500.0,4.3,up
"Lucknow to Delhi
From INR 729",https://www.redbus.in/bus-tickets/lucknow-to-delhi,FlixBus,A/C Sleeper (2+1),23:20,07:35,08h 15m,18 Seats available,822.32,3.9,up
"Lucknow to Delhi
From INR 729",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Ram Pratap Travels,AC Seater (2+2),21:00,05:30,08h 30m,31 Seats available,1749.0,3.4,up
"Lucknow to Delhi
From INR 729",https://www.redbus.in/bus-tickets/lucknow-to-delhi,GK Travels,A/C Seater/Sleeper (2+1),21:00,04:30,07h 30m,38 Seats available,949.0,3.3,up
"Lucknow to Delhi
From INR 729",https://www.redbus.in/bus-tickets/lucknow-to-delhi,GK Travels,A/C Seater/Sleeper (2+1),21:30,04:30,07h 00m,4 Seats available,1399.0,3.3,up
"Lucknow to Delhi
From INR 729",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Metahills holidays,Scania A/C Semi Sleeper (2+2),22:00,05:30,07h 30m,49 Seats available,1200.0,3.1,up
"Lucknow to Delhi
From INR 729",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Vaishnoyatra services pvt ltd,AC Seater (2+2),22:30,07:00,08h 30m,45 Seats available,2500.0,2.7,up
"Lucknow to Delhi
From INR 729",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Arhaan Travels,A/C Seater / Sleeper (2+1),21:30,05:55,08h 25m,34 Seats available,854.0,2.7,up
"Lucknow to Delhi
From INR 729",https://www.redbus.in/bus-tickets/lucknow-to-delhi,FlixBus,A/C Sleeper (2+1),22:15,07:05,08h 50m,6 Seats available,1115.18,2.4,up
"Lucknow to Delhi
From INR 729",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Bhumi Travels,A/C Seater / Sleeper (2+2),23:45,08:40,08h 55m,36 Seats available,1399.0,2.2,up
"Lucknow to Delhi
From INR 729",https://www.redbus.in/bus-tickets/lucknow-to-delhi,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),A/C Sleeper (2+2),22:15,05:10,06h 55m,36 Seats available,799.0,2.0,up
"Lucknow to Delhi
From INR 729",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Vande Bharat Travels,A/C Seater / Sleeper (2+2),23:30,08:25,08h 55m,54 Seats available,951.43,1.5,up
"Lucknow to Delhi
From INR 729",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Baba Khatushyam Travels Pvt Ltd,A/C Seater / Sleeper (2+2),23:45,07:13,07h 28m,54 Seats available,1099.0,1.5,up
"Lucknow to Delhi
From INR 729",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Shri Siddhi Vinayak Travels,A/C Seater / Sleeper (2+1),23:30,07:30,08h 00m,24 Seats available,599.0,1.0,up
"Lucknow to Delhi
From INR 729",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Krishna Travels,A/C Seater / Sleeper (2+2),00:15,08:00,07h 45m,19 Seats available,549.0,1.0,up
"Lucknow to Delhi
From INR 729",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Gorakhdham Express Bus Service,A/C Seater / Sleeper (2+2),23:45,06:30,06h 45m,28 Seats available,785.0,1.0,up
"Lucknow to Delhi
From INR 729",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Shri Siddhi Vinayak Travels,A/C Seater / Sleeper (2+1),23:45,08:20,08h 35m,22 Seats available,500.0,1.0,up
"Delhi to Farrukhabad (Uttar Pradesh)
From INR 479",https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,UPSRTC - STD0054,Ordinary Non AC Seater 2+3,16:00,22:34,06h 34m,51 Seats available,501.0,3.7,up
"Delhi to Farrukhabad (Uttar Pradesh)
From INR 479",https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,UPSRTC - HDD0252,Ordinary Non AC Seater 2+3,16:01,00:35,08h 34m,51 Seats available,512.0,3.3,up
"Delhi to Farrukhabad (Uttar Pradesh)
From INR 479",https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,UPSRTC - HDD0254,Ordinary Non AC Seater 2+3,17:01,01:10,08h 09m,52 Seats available,512.0,3.3,up
"Delhi to Farrukhabad (Uttar Pradesh)
From INR 479",https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,UPSRTC - HDD0171,Ordinary Non AC Seater 2+3,18:06,01:50,07h 44m,52 Seats available,512.0,3.3,up
"Delhi to Farrukhabad (Uttar Pradesh)
From INR 479",https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,UPSRTC - HDD0035,Ordinary Non AC Seater 2+3,18:32,02:35,08h 03m,52 Seats available,512.0,3.3,up
"Delhi to Farrukhabad (Uttar Pradesh)
From INR 479",https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,UPSRTC - HDD0111,Ordinary Non AC Seater 2+3,19:03,05:05,10h 02m,52 Seats available,512.0,3.3,up
"Delhi to Farrukhabad (Uttar Pradesh)
From INR 479",https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,UPSRTC - HDD0174,Ordinary Non AC Seater 2+3,19:06,03:00,07h 54m,52 Seats available,512.0,3.3,up
"Delhi to Farrukhabad (Uttar Pradesh)
From INR 479",https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,UPSRTC - HDD0131,Ordinary Non AC Seater 2+3,20:07,01:15,05h 08m,52 Seats available,512.0,3.3,up
"Delhi to Farrukhabad (Uttar Pradesh)
From INR 479",https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,UPSRTC - HDD0173,Ordinary Non AC Seater 2+3,20:16,02:40,06h 24m,52 Seats available,482.0,3.3,up
"Delhi to Farrukhabad (Uttar Pradesh)
From INR 479",https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,UPSRTC - SBD0587,Janrath AC Seater 2+2,20:32,04:30,07h 58m,35 Seats available,710.0,3.3,up
"Delhi to Farrukhabad (Uttar Pradesh)
From INR 479",https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,UPSRTC - FKP0021,Ordinary Non AC Seater 2+3,21:30,06:30,09h 00m,52 Seats available,512.0,3.3,up
"Delhi to Farrukhabad (Uttar Pradesh)
From INR 479",https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,UPSRTC - KSB0072,Janrath AC Seater 2+3,22:02,06:02,08h 00m,40 Seats available,612.0,3.3,up
"Delhi to Farrukhabad (Uttar Pradesh)
From INR 479",https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,KVS Holidays,Non A/C Seater / Sleeper (2+1),21:30,06:30,09h 00m,31 Seats available,1169.0,1.1,up
"Delhi to Farrukhabad (Uttar Pradesh)
From INR 479",https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Yuvraj Travels,NON AC Seater / Sleeper 2+1,22:00,06:00,08h 00m,40 Seats available,550.0,3.5,up
"Delhi to Farrukhabad (Uttar Pradesh)
From INR 479",https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Shree Krishna Shtabadi Travels,NON AC Seater / Sleeper 2+1,21:00,06:00,09h 00m,44 Seats available,600.0,1.4,up
"Delhi to Farrukhabad (Uttar Pradesh)
From INR 479",https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Yuvraj Travels,NON AC Seater / Sleeper 2+1,20:00,06:00,10h 00m,40 Seats available,550.0,5.0,up
"Delhi to Farrukhabad (Uttar Pradesh)
From INR 479",https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Yuvraj Travels,NON AC Seater / Sleeper 2+1,21:30,06:00,08h 30m,40 Seats available,550.0,3.0,up
"Delhi to Farrukhabad (Uttar Pradesh)
From INR 479",https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Shree Krishna Shtabadi Travels,NON A/C Sleeper (2+1),21:00,06:30,09h 30m,32 Seats available,1200.0,1.4,up
"Delhi to Farrukhabad (Uttar Pradesh)
From INR 479",https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Abhay Travels (I.R.T.C),Non A/C Seater / Sleeper (2+1),20:30,06:00,09h 30m,30 Seats available,1300.0,1.0,up
"Farrukhabad (Uttar Pradesh) to Delhi
From INR 479",https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,KVS Holidays,Non A/C Seater / Sleeper (2+1),20:30,05:30,09h 00m,30 Seats available,719.0,1.0,up
"Farrukhabad (Uttar Pradesh) to Delhi
From INR 479",https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Shree Krishna Shtabadi Travels,NON AC Seater / Sleeper 2+1,18:30,05:20,10h 50m,44 Seats available,600.0,2.4,up
"Farrukhabad (Uttar Pradesh) to Delhi
From INR 479",https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Shree Krishna Shtabadi Travels,NON A/C Sleeper (2+1),19:00,06:30,11h 30m,32 Seats available,1200.0,2.4,up
"Farrukhabad (Uttar Pradesh) to Delhi
From INR 479",https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Yuvraj Travels,NON AC Seater / Sleeper 2+1,18:45,05:00,10h 15m,40 Seats available,550.0,2.0,up
"Farrukhabad (Uttar Pradesh) to Delhi
From INR 479",https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Yuvraj Travels,NON AC Seater / Sleeper 2+1,19:00,05:00,10h 00m,40 Seats available,550.0,2.0,up
"Farrukhabad (Uttar Pradesh) to Delhi
From INR 479",https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Yuvraj Travels,NON AC Seater / Sleeper 2+1,18:30,06:00,11h 30m,40 Seats available,550.0,2.0,up
"Farrukhabad (Uttar Pradesh) to Delhi
From INR 479",https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Abhay Travels (I.R.T.C),Non A/C Seater / Sleeper (2+1),18:00,06:00,12h 00m,26 Seats available,1200.0,1.0,up
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,RSRTC - 177797,A/C Seater / Sleeper (2+1),21:00,02:30,05h 30m,22 Seats available,891.0,3.9,up
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,IntrCity SmartBus,A/C Seater / Sleeper (2+1),21:40,02:35,04h 55m,25 Seats available,379.0,4.7,up
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,FlixBus,A/C Sleeper (2+1),21:35,02:45,05h 10m,7 Seats available,383.04,4.5,up
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,Revanta Roadlines,A/C Seater / Sleeper (2+2),22:45,01:55,03h 10m,34 Seats available,444.0,3.8,up
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:50,03:40,04h 50m,32 Seats available,359.0,4.6,up
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,PTC-SKYBUS,A/C Seater/Sleeper (2+1),22:15,02:30,04h 15m,22 Seats available,550.0,5.0,up
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,Gola Bus Service,VE A/C Seater / Sleeper (2+1),22:20,03:00,04h 40m,38 Seats available,359.0,3.8,up
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,Sethi Yatra Company,A/C Seater / Sleeper (2+1),21:05,02:00,04h 55m,27 Seats available,569.0,4.2,up
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,PTC-SKYBUS,A/C Seater / Sleeper (2+1),20:30,00:45,04h 15m,32 Seats available,555.0,5.0,up
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,IntrCity SmartBus,Bharat Benz A/C Sleeper (2+1),22:10,03:00,04h 50m,23 Seats available,549.0,5.0,up
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,Gola Bus Service,A/C Seater/Sleeper (2+1),23:46,04:40,04h 54m,22 Seats available,629.0,5.0,up
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,Anshi Raj Shree Travels,Bharat Benz A/C Sleeper (2+1),21:45,02:30,04h 45m,16 Seats available,599.0,5.0,up
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,New Shree Mahaveer Travels,A/C Seater / Sleeper (2+1),22:00,02:30,04h 30m,25 Seats available,549.0,5.0,up
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,IntrCity SmartBus,A/C Seater / Sleeper (2+1),20:50,01:55,05h 05m,29 Seats available,389.0,5.0,up
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,Gola Bus Service,VE A/C Seater / Sleeper (2+1),23:59,04:55,04h 56m,24 Seats available,629.0,4.7,up
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),21:50,02:45,04h 55m,31 Seats available,389.0,5.0,up
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),22:10,02:35,04h 25m,36 Seats available,417.0,4.8,up
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,RS YADAV SMART BUS,A/C Seater / Sleeper (2+1),23:30,03:20,03h 50m,24 Seats available,650.0,5.0,up
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,RS YADAV SMART BUS,A/C Seater / Sleeper (2+1),23:55,04:05,04h 10m,16 Seats available,499.0,5.0,up
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,Ashok Bus Service,VE A/C Sleeper (2+1),23:10,03:30,04h 20m,38 Seats available,349.0,4.7,up
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:00,03:45,04h 45m,33 Seats available,399.0,4.9,up
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,Maharani Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:15,01:45,04h 30m,34 Seats available,601.0,5.0,up
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,Anshi Raj Shree Travels,Bharat Benz A/C Sleeper (2+1),22:30,03:00,04h 30m,12 Seats available,1799.0,4.1,up
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,Anshi Raj Shree Travels,A/C Seater / Sleeper (2+1),23:30,04:30,05h 00m,11 Seats available,799.0,5.0,up
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:35,04:25,04h 50m,32 Seats available,399.0,5.0,up
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,Hare Rama Travels,A/C Seater/Sleeper (2+1),22:50,03:45,04h 55m,28 Seats available,399.0,3.7,up
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:30,04:30,05h 00m,36 Seats available,379.0,4.8,up
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),21:20,02:10,04h 50m,40 Seats available,359.0,4.6,up
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,Gola Bus Service,A/C Seater/Sleeper (2+1),21:30,03:30,06h 00m,14 Seats available,539.0,4.0,up
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),21:30,02:40,05h 10m,37 Seats available,379.0,4.8,up
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:40,03:30,04h 50m,34 Seats available,329.0,5.0,up
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:00,03:00,05h 00m,38 Seats available,405.0,5.0,up
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,SVD TRAVELS & TRANSPORT LLP,VE A/C Seater / Sleeper (2+1),21:50,02:45,04h 55m,44 Seats available,2000.0,5.0,up
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,Sethi Yatra Company,A/C Seater / Sleeper (2+1),20:00,00:30,04h 30m,23 Seats available,570.0,3.9,up
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),21:00,02:00,05h 00m,26 Seats available,429.0,3.9,up
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,VGO BUS,VE A/C Seater / Sleeper (2+1),22:30,03:30,05h 00m,20 Seats available,399.0,3.9,up
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,Raj Kalpana Travels Pvt.ltd.,A/C Seater/Sleeper (2+1),22:00,02:10,04h 10m,27 Seats available,429.0,3.5,up
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,Anshi Raj Shree Travels,Bharat Benz A/C Seater /Sleeper (2+1),20:00,00:30,04h 30m,12 Seats available,699.0,3.3,up
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,IntrCity SmartBus,A/C Semi Sleeper / Sleeper (2+1),23:15,04:00,04h 45m,31 Seats available,379.0,3.2,up
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,SAFAR EXPRESS PVT LTD,A/C Seater / Sleeper (2+1),21:05,01:35,04h 30m,34 Seats available,550.0,3.0,up
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:45,04:45,05h 00m,32 Seats available,329.0,3.6,up
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,Goyal Travels,A/C Seater / Sleeper (2+1),23:25,04:10,04h 45m,42 Seats available,599.0,3.3,up
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,Shree Raj Akanshi travels,Bharat Benz A/C Seater /Sleeper (2+1),23:25,04:20,04h 55m,36 Seats available,699.0,3.8,up
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:45,04:00,04h 15m,24 Seats available,499.0,2.7,up
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:40,05:10,05h 30m,21 Seats available,529.0,2.8,up
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,Sethi Yatra Company,A/C Seater/Sleeper (2+1),23:55,05:00,05h 05m,32 Seats available,569.0,2.5,up
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,SAFAR EXPRESS PVT LTD,A/C Seater / Sleeper (2+1),22:30,02:46,04h 16m,34 Seats available,550.0,2.6,up
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:00,03:00,05h 00m,35 Seats available,499.0,2.9,up
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,Anshi Raj Shree Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:15,02:30,04h 15m,19 Seats available,699.0,5.0,up
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,New Shree Mahaveer Travels,A/C Seater / Sleeper (2+1),21:00,02:15,05h 15m,24 Seats available,500.0,5.0,up
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,Raj Kalpana Travels Pvt.Ltd,A/C Seater/Sleeper (2+1),23:15,02:40,03h 25m,28 Seats available,449.0,5.0,up
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:45,03:40,04h 55m,18 Seats available,459.0,4.7,up
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),22:30,04:00,05h 30m,24 Seats available,513.0,4.8,up
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,Raj Kalpana Travels Pvt.Ltd,Bharat Benz A/C Seater /Sleeper (2+1),22:50,02:50,04h 00m,12 Seats available,443.0,4.5,up
"Lucknow to Agra
From INR 428",https://www.redbus.in/bus-tickets/lucknow-to-agra,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:40,03:40,05h 00m,21 Seats available,540.0,4.4,up
